Business Area,Cost element name,Cost Element Group,Cost Element Sub Group,Value Column Name,Value
"BU","Temporary Transfers","Other","Project Expenses","LE1",
"BU","Temporary Transfers","Other","Recognition","LE1",
"BU","Temporary Transfers","Other","Severance","LE1",
"BU","Temporary Transfers","Other","Supplies","LE1",
"BU","Temporary Transfers","Other","Taxes","LE1",
"BU","Temporary Transfers","Other","Telecomm","LE1",
"BU","Temporary Transfers","Other","Training","LE1",
"BU","Temporary Transfers","Other","Travel","LE1",
"BU","Temporary Transfers","Other","Vehicles","LE1",
"BU","Temporary Transfers","Shared Services","Inbound Allocations","LE1",
"BU","Temporary Transfers","Shared Services","Outbound Allocations","LE1",
"BU","Telecom Services","Administrative","Administrative","LE1",
"BU","Telecom Services","CAPEX","CAPEX","LE1",
"BU","Telecom Services","Depr & Amort","Amortization","LE1",
"BU","Telecom Services","Depr & Amort","Depreciation","LE1",
"BU","Telecom Services","Hardware & Software","Hardware","LE1",
"BU","Telecom Services","Hardware & Software","Hardware Maintenance","LE1",
"BU","Telecom Services","Hardware & Software","Software","LE1",
"BU","Telecom Services","Hardware & Software","Software Maintenance","LE1",
"BU","Telecom Services","Labor","External Labor","LE1",
"BU","Telecom Services","Labor","Internal Labor","LE1",
"BU","Telecom Services","Other","Employee Performance","LE1",
"BU","Telecom Services","Other","Legal","LE1",
"BU","Telecom Services","Other","Moving","LE1",
"BU","Telecom Services","Other","Other","LE1",
"BU","Telecom Services","Other","Project Expenses","LE1",
"BU","Telecom Services","Other","Recognition","LE1",
"BU","Telecom Services","Other","Severance","LE1",
"BU","Telecom Services","Other","Supplies","LE1",
"BU","Telecom Services","Other","Taxes","LE1",
"BU","Telecom Services","Other","Telecomm","LE1","5163.176999999998"
"BU","Telecom Services","Other","Training","LE1",
"BU","Telecom Services","Other","Travel","LE1",
"BU","Telecom Services","Other","Vehicles","LE1",
"BU","Telecom Services","Shared Services","Inbound Allocations","LE1",
"BU","Telecom Services","Shared Services","Outbound Allocations","LE1",
"BU","Transportation - Air","Administrative","Administrative","LE1",
"BU","Transportation - Air","CAPEX","CAPEX","LE1",
"BU","Transportation - Air","Depr & Amort","Amortization","LE1",
"BU","Transportation - Air","Depr & Amort","Depreciation","LE1",
"BU","Transportation - Air","Hardware & Software","Hardware","LE1",
"BU","Transportation - Air","Hardware & Software","Hardware Maintenance","LE1",
"BU","Transportation - Air","Hardware & Software","Software","LE1",
"BU","Transportation - Air","Hardware & Software","Software Maintenance","LE1",
"BU","Transportation - Air","Labor","External Labor","LE1",
"BU","Transportation - Air","Labor","Internal Labor","LE1",
"BU","Transportation - Air","Other","Employee Performance","LE1",
"BU","Transportation - Air","Other","Legal","LE1",
"BU","Transportation - Air","Other","Moving","LE1",
"BU","Transportation - Air","Other","Other","LE1","5147.456999999999"
"BU","Transportation - Air","Other","Project Expenses","LE1",
"BU","Transportation - Air","Other","Recognition","LE1",
"BU","Transportation - Air","Other","Severance","LE1",
"BU","Transportation - Air","Other","Supplies","LE1",
"BU","Transportation - Air","Other","Taxes","LE1",
"BU","Transportation - Air","Other","Telecomm","LE1",
"BU","Transportation - Air","Other","Training","LE1",
"BU","Transportation - Air","Other","Travel","LE1",
"BU","Transportation - Air","Other","Vehicles","LE1",
"BU","Transportation - Air","Shared Services","Inbound Allocations","LE1",
"BU","Transportation - Air","Shared Services","Outbound Allocations","LE1",
"BU","Payroll Taxes - Extra","Administrative","Administrative","LE1",
"BU","Payroll Taxes - Extra","CAPEX","CAPEX","LE1",
"BU","Payroll Taxes - Extra","Depr & Amort","Amortization","LE1",
"BU","Payroll Taxes - Extra","Depr & Amort","Depreciation","LE1",
"BU","Payroll Taxes - Extra","Hardware & Software","Hardware","LE1",
"BU","Payroll Taxes - Extra","Hardware & Software","Hardware Maintenance","LE1",
"BU","Payroll Taxes - Extra","Hardware & Software","Software","LE1",
"BU","Payroll Taxes - Extra","Hardware & Software","Software Maintenance","LE1",
"BU","Payroll Taxes - Extra","Labor","External Labor","LE1",
"BU","Payroll Taxes - Extra","Labor","Internal Labor","LE1","5146.584"
"BU","Payroll Taxes - Extra","Other","Employee Performance","LE1",
"BU","Payroll Taxes - Extra","Other","Legal","LE1",
"BU","Payroll Taxes - Extra","Other","Moving","LE1",
"BU","Payroll Taxes - Extra","Other","Other","LE1",
"BU","Payroll Taxes - Extra","Other","Project Expenses","LE1",
"BU","Payroll Taxes - Extra","Other","Recognition","LE1",
"BU","Payroll Taxes - Extra","Other","Severance","LE1",
"BU","Payroll Taxes - Extra","Other","Supplies","LE1",
"BU","Payroll Taxes - Extra","Other","Taxes","LE1",
"BU","Payroll Taxes - Extra","Other","Telecomm","LE1",
"BU","Payroll Taxes - Extra","Other","Training","LE1",
"BU","Payroll Taxes - Extra","Other","Travel","LE1",
"BU","Payroll Taxes - Extra","Other","Vehicles","LE1",
"BU","Payroll Taxes - Extra","Shared Services","Inbound Allocations","LE1",
"BU","Payroll Taxes - Extra","Shared Services","Outbound Allocations","LE1",
"BU","Service Contracts","Administrative","Administrative","LE1",
"BU","Service Contracts","CAPEX","CAPEX","LE1",
"BU","Service Contracts","Depr & Amort","Amortization","LE1",
"BU","Service Contracts","Depr & Amort","Depreciation","LE1",
"BU","Service Contracts","Hardware & Software","Hardware","LE1",
"BU","Service Contracts","Hardware & Software","Hardware Maintenance","LE1","5140.2"
"BU","Service Contracts","Hardware & Software","Software","LE1",
"BU","Service Contracts","Hardware & Software","Software Maintenance","LE1",
"BU","Service Contracts","Labor","External Labor","LE1",
"BU","Service Contracts","Labor","Internal Labor","LE1",
"BU","Service Contracts","Other","Employee Performance","LE1",
"BU","Service Contracts","Other","Legal","LE1",
"BU","Service Contracts","Other","Moving","LE1",
"BU","Service Contracts","Other","Other","LE1",
"BU","Service Contracts","Other","Project Expenses","LE1",
"BU","Service Contracts","Other","Recognition","LE1",
"BU","Service Contracts","Other","Severance","LE1",
"BU","Service Contracts","Other","Supplies","LE1",
"BU","Service Contracts","Other","Taxes","LE1",
"BU","Service Contracts","Other","Telecomm","LE1",
"BU","Service Contracts","Other","Training","LE1",
"BU","Service Contracts","Other","Travel","LE1",
"BU","Service Contracts","Other","Vehicles","LE1",
"BU","Service Contracts","Shared Services","Inbound Allocations","LE1",
"BU","Service Contracts","Shared Services","Outbound Allocations","LE1",
"BU","Telecommunication","Administrative","Administrative","LE1",
"BU","Telecommunication","CAPEX","CAPEX","LE1",
"BU","Telecommunication","Depr & Amort","Amortization","LE1",
"BU","Telecommunication","Depr & Amort","Depreciation","LE1",
"BU","Telecommunication","Hardware & Software","Hardware","LE1",
"BU","Telecommunication","Hardware & Software","Hardware Maintenance","LE1",
"BU","Telecommunication","Hardware & Software","Software","LE1",
"BU","Telecommunication","Hardware & Software","Software Maintenance","LE1",
"BU","Telecommunication","Labor","External Labor","LE1",
"BU","Telecommunication","Labor","Internal Labor","LE1",
"BU","Telecommunication","Other","Employee Performance","LE1",
"BU","Telecommunication","Other","Legal","LE1",
"BU","Telecommunication","Other","Moving","LE1",
"BU","Telecommunication","Other","Other","LE1",
"BU","Telecommunication","Other","Project Expenses","LE1",
"BU","Telecommunication","Other","Recognition","LE1",
"BU","Telecommunication","Other","Severance","LE1",
"BU","Telecommunication","Other","Supplies","LE1",
"BU","Telecommunication","Other","Taxes","LE1",
"BU","Telecommunication","Other","Telecomm","LE1","5025.399000000002"
"BU","Telecommunication","Other","Training","LE1",
"BU","Telecommunication","Other","Travel","LE1",
"BU","Telecommunication","Other","Vehicles","LE1",
"BU","Telecommunication","Shared Services","Inbound Allocations","LE1",
"BU","Telecommunication","Shared Services","Outbound Allocations","LE1",
"BU","Travel Expense-Hotel","Administrative","Administrative","LE1",
"BU","Travel Expense-Hotel","CAPEX","CAPEX","LE1",
"BU","Travel Expense-Hotel","Depr & Amort","Amortization","LE1",
"BU","Travel Expense-Hotel","Depr & Amort","Depreciation","LE1",
"BU","Travel Expense-Hotel","Hardware & Software","Hardware","LE1",
"BU","Travel Expense-Hotel","Hardware & Software","Hardware Maintenance","LE1",
"BU","Travel Expense-Hotel","Hardware & Software","Software","LE1",
"BU","Travel Expense-Hotel","Hardware & Software","Software Maintenance","LE1",
"BU","Travel Expense-Hotel","Labor","External Labor","LE1",
"BU","Travel Expense-Hotel","Labor","Internal Labor","LE1",
"BU","Travel Expense-Hotel","Other","Employee Performance","LE1",
"BU","Travel Expense-Hotel","Other","Legal","LE1",
"BU","Travel Expense-Hotel","Other","Moving","LE1",
"BU","Travel Expense-Hotel","Other","Other","LE1",
"BU","Travel Expense-Hotel","Other","Project Expenses","LE1",
"BU","Travel Expense-Hotel","Other","Recognition","LE1",
"BU","Travel Expense-Hotel","Other","Severance","LE1",
"BU","Travel Expense-Hotel","Other","Supplies","LE1",
"BU","Travel Expense-Hotel","Other","Taxes","LE1",
"BU","Travel Expense-Hotel","Other","Telecomm","LE1",
"BU","Travel Expense-Hotel","Other","Training","LE1",
"BU","Travel Expense-Hotel","Other","Travel","LE1","4653.945"
"BU","Travel Expense-Hotel","Other","Vehicles","LE1",
"BU","Travel Expense-Hotel","Shared Services","Inbound Allocations","LE1",
"BU","Travel Expense-Hotel","Shared Services","Outbound Allocations","LE1",
"BU","M&E-Nondeductible","Administrative","Administrative","LE1",
"BU","M&E-Nondeductible","CAPEX","CAPEX","LE1",
"BU","M&E-Nondeductible","Depr & Amort","Amortization","LE1",
"BU","M&E-Nondeductible","Depr & Amort","Depreciation","LE1",
"BU","M&E-Nondeductible","Hardware & Software","Hardware","LE1",
"BU","M&E-Nondeductible","Hardware & Software","Hardware Maintenance","LE1",
"BU","M&E-Nondeductible","Hardware & Software","Software","LE1",
"BU","M&E-Nondeductible","Hardware & Software","Software Maintenance","LE1",
"BU","M&E-Nondeductible","Labor","External Labor","LE1",
"BU","M&E-Nondeductible","Labor","Internal Labor","LE1",
"BU","M&E-Nondeductible","Other","Employee Performance","LE1",
"BU","M&E-Nondeductible","Other","Legal","LE1",
"BU","M&E-Nondeductible","Other","Moving","LE1",
"BU","M&E-Nondeductible","Other","Other","LE1",
"BU","M&E-Nondeductible","Other","Project Expenses","LE1",
"BU","M&E-Nondeductible","Other","Recognition","LE1",
"BU","M&E-Nondeductible","Other","Severance","LE1",
"BU","M&E-Nondeductible","Other","Supplies","LE1",
"BU","M&E-Nondeductible","Other","Taxes","LE1",
"BU","M&E-Nondeductible","Other","Telecomm","LE1",
"BU","M&E-Nondeductible","Other","Training","LE1",
"BU","M&E-Nondeductible","Other","Travel","LE1","3477.0569999999993"
"BU","M&E-Nondeductible","Other","Vehicles","LE1",
"BU","M&E-Nondeductible","Shared Services","Inbound Allocations","LE1",
"BU","M&E-Nondeductible","Shared Services","Outbound Allocations","LE1",
"BU","Memberships","Administrative","Administrative","LE1",
"BU","Memberships","CAPEX","CAPEX","LE1",
"BU","Memberships","Depr & Amort","Amortization","LE1",
"BU","Memberships","Depr & Amort","Depreciation","LE1",
"BU","Memberships","Hardware & Software","Hardware","LE1",
"BU","Memberships","Hardware & Software","Hardware Maintenance","LE1",
"BU","Memberships","Hardware & Software","Software","LE1",
"BU","Memberships","Hardware & Software","Software Maintenance","LE1",
"BU","Memberships","Labor","External Labor","LE1",
"BU","Memberships","Labor","Internal Labor","LE1",
"BU","Memberships","Other","Employee Performance","LE1",
"BU","Memberships","Other","Legal","LE1",
"BU","Memberships","Other","Moving","LE1",
"BU","Memberships","Other","Other","LE1","3432.9150000000013"
"BU","Memberships","Other","Project Expenses","LE1",
"BU","Memberships","Other","Recognition","LE1",
"BU","Memberships","Other","Severance","LE1",
"BU","Memberships","Other","Supplies","LE1",
"BU","Memberships","Other","Taxes","LE1",
"BU","Memberships","Other","Telecomm","LE1",
"BU","Memberships","Other","Training","LE1",
"BU","Memberships","Other","Travel","LE1",
"BU","Memberships","Other","Vehicles","LE1",
"BU","Memberships","Shared Services","Inbound Allocations","LE1",
"BU","Memberships","Shared Services","Outbound Allocations","LE1",
"BU","Adjustments","Administrative","Administrative","LE1",
"BU","Adjustments","CAPEX","CAPEX","LE1",
"BU","Adjustments","Depr & Amort","Amortization","LE1",
"BU","Adjustments","Depr & Amort","Depreciation","LE1",
"BU","Adjustments","Hardware & Software","Hardware","LE1",
"BU","Adjustments","Hardware & Software","Hardware Maintenance","LE1",
"BU","Adjustments","Hardware & Software","Software","LE1",
"BU","Adjustments","Hardware & Software","Software Maintenance","LE1",
"BU","Adjustments","Labor","External Labor","LE1",
"BU","Adjustments","Labor","Internal Labor","LE1","3344.1690000000003"
"BU","Adjustments","Other","Employee Performance","LE1",
"BU","Adjustments","Other","Legal","LE1",
"BU","Adjustments","Other","Moving","LE1",
"BU","Adjustments","Other","Other","LE1",
"BU","Adjustments","Other","Project Expenses","LE1",
"BU","Adjustments","Other","Recognition","LE1",
"BU","Adjustments","Other","Severance","LE1",
"BU","Adjustments","Other","Supplies","LE1",
"BU","Adjustments","Other","Taxes","LE1",
"BU","Adjustments","Other","Telecomm","LE1",
"BU","Adjustments","Other","Training","LE1",
"BU","Adjustments","Other","Travel","LE1",
"BU","Adjustments","Other","Vehicles","LE1",
"BU","Adjustments","Shared Services","Inbound Allocations","LE1",
"BU","Adjustments","Shared Services","Outbound Allocations","LE1",
"BU","Off Site Events","Administrative","Administrative","LE1",
"BU","Off Site Events","CAPEX","CAPEX","LE1",
"BU","Off Site Events","Depr & Amort","Amortization","LE1",
"BU","Off Site Events","Depr & Amort","Depreciation","LE1",
"BU","Off Site Events","Hardware & Software","Hardware","LE1",
"BU","Off Site Events","Hardware & Software","Hardware Maintenance","LE1",
"BU","Off Site Events","Hardware & Software","Software","LE1",
"BU","Off Site Events","Hardware & Software","Software Maintenance","LE1",
"BU","Off Site Events","Labor","External Labor","LE1",
"BU","Off Site Events","Labor","Internal Labor","LE1",
"BU","Off Site Events","Other","Employee Performance","LE1",
"BU","Off Site Events","Other","Legal","LE1",
"BU","Off Site Events","Other","Moving","LE1",
"BU","Off Site Events","Other","Other","LE1",
"BU","Off Site Events","Other","Project Expenses","LE1",
"BU","Off Site Events","Other","Recognition","LE1","2845.832999999999"
"BU","Off Site Events","Other","Severance","LE1",
"BU","Off Site Events","Other","Supplies","LE1",
"BU","Off Site Events","Other","Taxes","LE1",
"BU","Off Site Events","Other","Telecomm","LE1",
"BU","Off Site Events","Other","Training","LE1",
"BU","Off Site Events","Other","Travel","LE1",
"BU","Off Site Events","Other","Vehicles","LE1",
"BU","Off Site Events","Shared Services","Inbound Allocations","LE1",
"BU","Off Site Events","Shared Services","Outbound Allocations","LE1",
"BU","Individual Performance Recognition","Administrative","Administrative","LE1",
"BU","Individual Performance Recognition","CAPEX","CAPEX","LE1",
"BU","Individual Performance Recognition","Depr & Amort","Amortization","LE1",
"BU","Individual Performance Recognition","Depr & Amort","Depreciation","LE1",
"BU","Individual Performance Recognition","Hardware & Software","Hardware","LE1",
"BU","Individual Performance Recognition","Hardware & Software","Hardware Maintenance","LE1",
"BU","Individual Performance Recognition","Hardware & Software","Software","LE1",
"BU","Individual Performance Recognition","Hardware & Software","Software Maintenance","LE1",
"BU","Individual Performance Recognition","Labor","External Labor","LE1",
"BU","Individual Performance Recognition","Labor","Internal Labor","LE1",
"BU","Individual Performance Recognition","Other","Employee Performance","LE1","2736.678"
"BU","Individual Performance Recognition","Other","Legal","LE1",
